date,price_usd,market_cap_usd,volume_24h_usd,chain,price_change_1d,price_change_7d,price_change_30d,ma_7d,ma_30d,volatility_30d,cumulative_return,year,month,quarter,weekday
1970-01-01 00:00:01.693267200,0.048030389,48030389.0,0,Aptos,0.0022031598126757146,-0.07199328161809981,0.0006684194229689133,0.04906615071428571,0.051684760600000004,0.017830756988285366,1281.3180192238337,1970,1,1,3
1970-01-01 00:00:01.693353600,0.047783706,47783706.0,0,Aptos,-0.005135977557874871,-0.072363489451302,-0.011931603096041021,0.048533646,0.05166552656666667,0.017800301680437614,1274.2236008768123,1970,1,1,3
1970-01-01 00:00:01.693440000,0.047520853,47520853.0,0,Aptos,-0.0055008918730581335,-0.08002391817439747,-0.02869034120604652,0.047943133000000006,0.05161873786666667,0.017679936137284847,1266.6641454389842,1970,1,1,3
1970-01-01 00:00:01.693526400,0.047087463,47087463.0,0,Aptos,-0.009119996225656957,-0.023881712716579462,-0.03325578089886838,0.04777855557142857,0.051564744600000004,0.017733574441914056,1254.20017359084,1970,1,1,3
1970-01-01 00:00:01.693612800,0.047199479,47199479.0,0,Aptos,0.0023788922329495144,-0.018110363741078217,-0.05575944085938034,0.047654189000000007,0.051471836900000005,0.016988918320530018,1257.4216698656542,1970,1,1,3
1970-01-01 00:00:01.693699200,0.047066445,47066445.0,0,Aptos,-0.00281854806066828,-0.020115180034905422,-0.09630905085756614,0.047516162571428565,0.05130463650000001,0.014850077146741279,1253.5957116505451,1970,1,1,3
1970-01-01 00:00:01.693785600,0.046978269,46978269.0,0,Aptos,-0.001873436585235977,-0.019750399391313067,-0.10919118747142154,0.04738094342857143,0.0511126906,0.014550627299837889,1251.0598359227206,1970,1,1,3
1970-01-01 00:00:01.693872000,0.046794483,46794483.0,0,Aptos,-0.003912149253519903,-0.02573175078802714,-0.1150446529629926,0.04720438542857143,0.050909913700000003,0.014500057651327815,1245.774288194155,1970,1,1,3
1970-01-01 00:00:01.693958400,0.047131218,47131218.0,0,Aptos,0.007196040610172094,-0.013655031277816754,-0.11072495722420228,0.04711117285714285,0.0507143011,0.01460011107469277,1255.4585346241254,1970,1,1,3
1970-01-01 00:00:01.694044800,0.046947728,46947728.0,0,Aptos,-0.0038931733103100274,-0.012060494789519094,-0.11474332187648273,0.04702929785714286,0.05051146206666667,0.014576162916314073,1250.1814996338949,1970,1,1,3
1970-01-01 00:00:01.694131200,0.046365669,46365669.0,0,Aptos,-0.012398022754157578,-0.015328793568683108,-0.127621842837223,0.04692618442857143,0.050285364699999995,0.014607750002446573,1233.441918679191,1970,1,1,3
1970-01-01 00:00:01.694217600,0.046119681,46119681.0,0,Aptos,-0.0053053909348314,-0.022877328794243645,-0.14856318304877258,0.04677192757142857,0.05001712453333333,0.013911470809796265,1226.3674880117064,1970,1,1,3
1970-01-01 00:00:01.694304000,0.045901051,45901051.0,0,Aptos,-0.004740492459173851,-0.024760612364073786,-0.15586726859247124,0.04660544271428572,0.0497346069,0.013805212341694618,1220.0798529366932,1970,1,1,3
1970-01-01 00:00:01.694390400,0.045628995,45628995.0,0,Aptos,-0.005927010255168175,-0.028721237046856807,-0.16789248547509117,0.046412689285714286,0.04942772486666667,0.013550519875337395,1212.2557261106965,1970,1,1,3
1970-01-01 00:00:01.694476800,0.045486924,45486924.0,0,Aptos,-0.003113612298495716,-0.027942588873137053,-0.1718279982541121,0.04622589514285714,0.04911313936666666,0.013485872673031066,1208.169870543107,1970,1,1,3
1970-01-01 00:00:01.694563200,0.045493429,45493429.0,0,Aptos,0.0001430081313038567,-0.034749558137877945,-0.17723531246044955,0.04599192528571428,0.0487864748,0.013321628092096024,1208.3569494717215,1970,1,1,3
1970-01-01 00:00:01.694649600,0.045580153,45580153.0,0,Aptos,0.0019062972808665535,-0.02912973765205429,-0.17088158638961037,0.04579655742857143,0.048473338633333335,0.013407451203911014,1210.8510667669022,1970,1,1,3
1970-01-01 00:00:01.694736000,0.04561387,45613870.0,0,Aptos,0.0007397298556677256,-0.016214561683559392,-0.1509479092195548,0.04568915757142857,0.048203024700000006,0.013085599403435694,1211.8207424373236,1970,1,1,3
1970-01-01 00:00:01.694822400,0.045724229,45724229.0,0,Aptos,0.0024194176025844616,-0.008574473878082634,-0.13351711607803207,0.045632664428571425,0.04796816846666667,0.0129442516627144,1214.9945846330118,1970,1,1,3
1970-01-01 00:00:01.694908800,0.045575714,45575714.0,0,Aptos,-0.0032480591416860216,-0.007087789776316744,-0.1159532299546625,0.04558618771428572,0.0477689086,0.012471483931199913,1210.723404451127,1970,1,1,3
1970-01-01 00:00:01.694995200,0.04426702,44267020.0,0,Aptos,-0.02871472293335886,-0.029848893231157136,-0.14611190205508462,0.04539161985714286,0.0475164189,0.013115849371126675,1173.086345050044,1970,1,1,3
1970-01-01 00:00:01.695081600,0.044229596,44229596.0,0,Aptos,-0.0008454149387059351,-0.027641526166948482,-0.1497940802829314,0.04521200157142857,0.0472566649,0.013041057547072564,1172.010058835676,1970,1,1,3
1970-01-01 00:00:01.695168000,0.043992303,43992303.0,0,Aptos,-0.0053650275259127245,-0.03299654550110964,-0.15374040911921916,0.044997555,0.04699026143333333,0.013012319578232328,1165.1856898567848,1970,1,1,3
1970-01-01 00:00:01.695254400,0.043617031,43617031.0,0,Aptos,-0.00853040132952354,-0.04306966674727919,-0.15726483489709797,0.044717109,0.04671894546666666,0.013022471034815469,1154.3931481659363,1970,1,1,3
1970-01-01 00:00:01.695340800,0.043308682,43308682.0,0,Aptos,-0.007069463302075696,-0.050536996751207486,-0.15923820042457137,0.04438779642857143,0.046445526900000006,0.013024095741973461,1145.5252618386019,1970,1,1,3
1970-01-01 00:00:01.695427200,0.043331042,43331042.0,0,Aptos,0.0005162937075757768,-0.05233958127538896,-0.16113622285819207,0.04404591257142858,0.04616808016666667,0.012979873753009848,1146.1683186939158,1970,1,1,3
1970-01-01 00:00:01.695513600,0.04327073,43270730.0,0,Aptos,-0.0013918889834221293,-0.0505748302703497,-0.10300219705819957,0.043716629142857136,0.04600245433333334,0.006221225434652508,1144.4337907396362,1970,1,1,3
1970-01-01 00:00:01.695600000,0.043375401,43375401.0,0,Aptos,0.0024189792961661905,-0.020141834711258966,-0.09766256719751354,0.043589255,0.045845966200000005,0.006317541032218531,1147.444050314885,1970,1,1,3
1970-01-01 00:00:01.695686400,0.043384379,43384379.0,0,Aptos,0.0002069836772229383,-0.01910976080360316,-0.09677277717251787,0.043468509714285716,0.045691024499999996,0.00633418104225321,1147.702250871549,1970,1,1,3
1970-01-01 00:00:01.695772800,0.043356606,43356606.0,0,Aptos,-0.0006401612893894848,-0.014450186888374628,-0.09532009969868849,0.04337769585714286,0.04553875126666666,0.006350740696441039,1146.903520189857,1970,1,1,3
1970-01-01 00:00:01.695859200,0.043537581,43537581.0,0,Aptos,0.00417410440291377,-0.00182153617929659,-0.09354094550431391,0.04336634585714285,0.045388991000000004,0.00641960314128938,1152.1082256634904,1970,1,1,3
1970-01-01 00:00:01.695945600,0.043843711,43843711.0,0,Aptos,0.007031396622609876,0.012353850897609764,-0.08245478071541801,0.04344277857142857,0.04525765783333333,0.006675477133487635,1160.9122952125626,1970,1,1,3
1970-01-01 00:00:01.696032000,0.044283867,44283867.0,0,Aptos,0.010039204938651292,0.021989431964271722,-0.06811716952976421,0.04357889642857143,0.0451497583,0.007054275031244905,1173.5708521538666,1970,1,1,3
1970-01-01 00:00:01.696118400,0.044315842,44315842.0,0,Aptos,0.0007220462476775769,0.02415286268569994,-0.05886112403210175,0.043728198142857146,0.045057370933333334,0.0069555137404565745,1174.4904292088158,1970,1,1,3
1970-01-01 00:00:01.696204800,0.044691034,44691034.0,0,Aptos,0.008466317756074648,0.03033131613008022,-0.05314560781486599,0.04391614571428571,0.0449737561,0.007172954648982052,1185.2806701595734,1970,1,1,3
1970-01-01 00:00:01.696291200,0.04418542,44185420.0,0,Aptos,-0.011313544457261737,0.018463811594491286,-0.06121186760546704,0.04403058014285715,0.04487772193333333,0.007379517031826043,1170.739590157664,1970,1,1,3
1970-01-01 00:00:01.696377600,0.045132976,45132976.0,0,Aptos,0.021444992488472314,0.040971149817400354,-0.03927971462720359,0.04428434728571429,0.04481621216666666,0.008538687611534502,1197.9905911233996,1970,1,1,3
1970-01-01 00:00:01.696464000,0.045028188,45028188.0,0,Aptos,-0.0023217613657916525,0.034237248964291256,-0.03774579580246673,0.044497291142857144,0.04475733566666666,0.008526836000711642,1194.9769667157682,1970,1,1,3
1970-01-01 00:00:01.696550400,0.044797226,44797226.0,0,Aptos,-0.00512927591045842,0.021748045004675864,-0.04952114753325487,0.044633507571428574,0.044679535933333334,0.008402048349600426,1188.3346725557947,1970,1,1,3
1970-01-01 00:00:01.696636800,0.045053652,45053652.0,0,Aptos,0.005724149080123864,0.01738296702950537,-0.04034435915620882,0.04474347685714286,0.044616400066666666,0.0084967365310939,1195.7092922865963,1970,1,1,3
1970-01-01 00:00:01.696723200,0.044925396,44925396.0,0,Aptos,-0.002846739261003761,0.013754765169530003,-0.03106334991090065,0.044830556,0.04456839096666667,0.008243133161016485,1192.0207457733968,1970,1,1,3
1970-01-01 00:00:01.696809600,0.044734737,44734737.0,0,Aptos,-0.00424390249114337,0.0009778918966161232,-0.030029349075506473,0.04483679928571428,0.044522226166666665,0.008226357896767443,1186.5375357118,1970,1,1,3
1970-01-01 00:00:01.696896000,0.044302434,44302434.0,0,Aptos,-0.009663698257575404,0.0026482491283323917,-0.034827459615249245,0.04485351557142857,0.044468938933333334,0.00835204760687877,1174.1048251696366,1970,1,1,3
1970-01-01 00:00:01.696982400,0.044520788,44520788.0,0,Aptos,0.004928713397552853,-0.013564095573932455,-0.02428734185357362,0.044766060142857146,0.0444319987,0.008372951368530163,1180.3845226913368,1970,1,1,3
1970-01-01 00:00:01.697068800,0.044125883,44125883.0,0,Aptos,-0.008870126018434399,-0.02003866999933457,-0.029921588015052403,0.04463715942857143,0.04438663066666667,0.00849324894624624,1169.0273506230117,1970,1,1,3
1970-01-01 00:00:01.697155200,0.043666759,43666759.0,0,Aptos,-0.010404868271984502,-0.025235200947487324,-0.040152392117991376,0.04447566414285714,0.04432574166666667,0.008661932071694835,1155.8232882062339,1970,1,1,3
1970-01-01 00:00:01.697241600,0.046553031,46553031.0,0,Aptos,0.06609769229724605,0.03327985487169838,0.02134433379370182,0.04468986114285715,0.04435817093333334,0.01505660870352168,1238.8303094898054,1970,1,1,3
1970-01-01 00:00:01.697328000,0.046793653,46793653.0,0,Aptos,0.005168771932379634,0.041585765877278025,0.0258645670713753,0.044956755,0.04439749703333333,0.015077584910198637,1245.7504180157152,1970,1,1,3
1970-01-01 00:00:01.697414400,0.046871415,46871415.0,0,Aptos,0.0016618065702200813,0.04776328516249029,0.025089236605826626,0.045261994714285714,0.04443573656666666,0.015075688255976674,1247.9867949022503,1970,1,1,3
1970-01-01 00:00:01.697500800,0.048630081,48630081.0,0,Aptos,0.03752107761201584,0.0976841814154048,0.06701742511373476,0.04588023,0.0445375488,0.01645975583811855,1298.5647120537499,1970,1,1,3
1970-01-01 00:00:01.697587200,0.054526548,54526548.0,0,Aptos,0.12125143283228335,0.2247435512596947,0.23176459585488263,0.04730962428571428,0.04487953306666667,0.026455516464861023,1468.142687298937,1970,1,1,3
1970-01-01 00:00:01.697673600,0.063781915,63781915.0,0,Aptos,0.1697405638075602,0.4454535674674205,0.44206415541304045,0.05011762885714286,0.04553127703333334,0.03967563414759784,1734.3201111717613,1970,1,1,3
1970-01-01 00:00:01.697760000,0.067128954,67128954.0,0,Aptos,0.052476301471976905,0.5373010394474205,0.5259249782854059,0.053469370999999995,0.046302498733333336,0.04015603784975772,1830.5784463217208,1970,1,1,3
1970-01-01 00:00:01.697846400,0.068442951,68442951.0,0,Aptos,0.01957422128162456,0.47021471061680176,0.5691795023829109,0.05659650242857143,0.0471300294,0.0399175617719605,1868.368016031557,1970,1,1,3
1970-01-01 00:00:01.697932800,0.069082963,69082963.0,0,Aptos,0.00935102871294946,0.47633190766277633,0.595129655527268,0.05978068957142857,0.0479891721,0.0397045726853237,1886.7742818671197,1970,1,1,3
1970-01-01 00:00:01.698019200,0.07119825,71198250.0,0,Aptos,0.03061951757917525,0.5190121740510716,0.6431234217723174,0.06325595171428572,0.04891807903333333,0.039669956204245356,1947.608351916603,1970,1,1,3
1970-01-01 00:00:01.698105600,0.072430905,72430905.0,0,Aptos,0.017312995754811267,0.48942595838982883,0.6739006945341575,0.06665606942857143,0.04989008486666667,0.039511205348808635,1983.0585866208517,1970,1,1,3
1970-01-01 00:00:01.698192000,0.072895832,72895832.0,0,Aptos,0.006418903643410134,0.33688697843113036,0.6805800135426989,0.06928025285714286,0.05087409923333333,0.03946347613565526,1996.4295389719484,1970,1,1,3
1970-01-01 00:00:01.698278400,0.074768202,74768202.0,0,Aptos,0.02568555634291969,0.17224768180760974,0.7233899325837994,0.07084972242857143,0.051920226666666666,0.039337974041758796,2050.277498014174,1970,1,1,3
1970-01-01 00:00:01.698364800,0.07310165,73101650.0,0,Aptos,-0.022289582408307806,0.08897347037464631,0.6860556382111644,0.07170296471428572,0.052911728133333336,0.0399051663227583,2002.3487105214572,1970,1,1,3
1970-01-01 00:00:01.698451200,0.073515052,73515052.0,0,Aptos,0.005655166470250661,0.07410698875330479,0.6885424112102141,0.07242755057142858,0.053910977166666665,0.03988802900086257,2014.2378424579724,1970,1,1,3
1970-01-01 00:00:01.698537600,0.073910327,73910327.0,0,Aptos,0.005376790048383651,0.06987777869342393,0.6857680455014403,0.073117174,0.054913197700000006,0.03990532619936614,2025.6056554492166,1970,1,1,3
1970-01-01 00:00:01.698624000,0.073832846,73832846.0,0,Aptos,-0.0010483108808326813,0.03700366230911567,0.6672628431478218,0.07349354485714286,0.05589816366666667,0.04003533345722933,2023.3773599122496,1970,1,1,3
1970-01-01 00:00:01.698710400,0.074792825,74792825.0,0,Aptos,0.013002058731421462,0.032609284669299576,0.6877220791607659,0.07383096199999999,0.0569140631,0.039916221190894045,2050.9856370547996,1970,1,1,3
1970-01-01 00:00:01.698796800,0.074693051,74693051.0,0,Aptos,-0.0013340049663854714,0.024654619484965945,0.6713207172606479,0.07408770757142857,0.057914130333333334,0.04003948664546673,2048.1162115323446,1970,1,1,3
1970-01-01 00:00:01.698883200,0.074319704,74319704.0,0,Aptos,-0.004998416787125204,-0.0059985125762420655,0.6819960973551908,0.07402363642857143,0.05891860646666667,0.039896486461876005,2037.3790313999255,1970,1,1,3
1970-01-01 00:00:01.698969600,0.073631295,73631295.0,0,Aptos,-0.009262805998258572,0.007245322096012918,0.6314300878364414,0.07409929999999999,0.05986855043333334,0.040202984243033174,2017.5809040873223,1970,1,1,3
1970-01-01 00:00:01.699056000,0.07490947,74909470.0,0,Aptos,0.0173591269853397,0.018967789072637853,0.6636128018298229,0.07429850257142857,0.06086459316666667,0.04003414241490382,2054.340259903104,1970,1,1,3
1970-01-01 00:00:01.699142400,0.075834715,75834715.0,0,Aptos,0.01235150909491134,0.026036794560521992,0.692843994402689,0.07457341514285713,0.06189917613333333,0.03981509873912379,2080.9496132168315,1970,1,1,3
1970-01-01 00:00:01.699228800,0.07520806,75208060.0,0,Aptos,-0.008263431859670156,0.018626046190878265,0.6692999715095236,0.07476987428571429,0.06290432306666667,0.04004999197880334,2062.92748469864,1970,1,1,3
1970-01-01 00:00:01.699315200,0.076828212,76828212.0,0,Aptos,0.021542265549729933,0.027213666551571203,0.7101287654759907,0.07506064385714285,0.06396775026666666,0.03986049255942834,2109.5218429388274,1970,1,1,3
1970-01-01 00:00:01.699401600,0.076259435,76259435.0,0,Aptos,-0.00740323099019935,0.020970946815387137,0.7047028800012842,0.075284413,0.06501857353333333,0.03992747387943782,2093.1642423576604,1970,1,1,3
1970-01-01 00:00:01.699488000,0.06665513,66655130.0,0,Aptos,-0.12594251452295702,-0.10312977026926795,0.5045478088179083,0.07418947385714285,0.0657636634,0.04766512917100318,1816.951622913301,1970,1,1,3
1970-01-01 00:00:01.699574400,0.06593268,65932680.0,0,Aptos,-0.010838625624164488,-0.10455628955052343,0.48094144245604986,0.07308967171428571,0.06647739313333333,0.04786396771956087,1796.174501932909,1970,1,1,3
1970-01-01 00:00:01.699660800,0.065606106,65606106.0,0,Aptos,-0.004953143115068226,-0.12419476469397006,0.48679417928021973,0.07176061971428571,0.06719340056666666,0.047804028464299035,1786.782478253692,1970,1,1,3
1970-01-01 00:00:01.699747200,0.066123207,66123207.0,0,Aptos,0.007881903553306646,-0.12806150850570208,0.5142687141035589,0.07037326142857143,0.06794194883333333,0.04759320573277468,1801.6539157733564,1970,1,1,3
1970-01-01 00:00:01.699833600,0.066238289,66238289.0,0,Aptos,0.0017404177023658818,-0.11926608664018179,0.42285663418994135,0.06909186557142857,0.0685981241,0.04665125186824264,1804.9635879121417,1970,1,1,3
1970-01-01 00:00:01.699920000,0.064541279,64541279.0,0,Aptos,-0.025619774085650304,-0.15992735845525097,0.37927421481712487,0.06733658942857143,0.06918971163333333,0.04716181658267584,1756.158851148443,1970,1,1,3
1970-01-01 00:00:01.700006400,0.064149869,64149869.0,0,Aptos,-0.006064490912862097,-0.15879433148173738,0.3686352118876719,0.06560665142857143,0.0697656601,0.04724022670470594,1744.9021926628247,1970,1,1,3
1970-01-01 00:00:01.700092800,0.06513285,65132850.0,0,Aptos,0.01532319574962826,-0.022838152142228174,0.33935310533412455,0.06538918285714286,0.0703157524,0.046992792434088805,1773.1719900999155,1970,1,1,3
