date,price_usd,market_cap_usd,volume_24h_usd,chain
2024-08-23,6.501371999479457,3147978201.1946044,117956292.62537663,Aptos
2024-08-24,7.090131591128777,3434372143.05076,199196054.2008154,Aptos
2024-08-25,7.155362220162756,3461180437.0963974,156129750.77555302,Aptos
2024-08-26,7.328150707617587,3553141836.306075,197339424.51806486,Aptos
2024-08-27,7.012617202536128,3400344321.5103464,163011037.1328886,Aptos
2024-08-28,6.878743745035761,3344032938.911626,295534701.7428897,Aptos
2024-08-29,6.733012320161967,3277543097.862467,298810588.0477117,Aptos
2024-08-30,6.777909636334767,3287554395.7025495,213472855.65894789,Aptos
2024-08-31,6.724810979485344,3267527448.3470483,247369785.0938039,Aptos
2024-09-01,6.4841303043946406,3149070754.7926006,119310086.236032,Aptos
2024-09-02,6.171481293963212,2993438257.041722,140961546.62822968,Aptos
2024-09-03,6.352214791262509,3091027117.879195,167126623.35005966,Aptos
2024-09-04,6.1253652667397205,2982387247.091993,135662984.4493207,Aptos
2024-09-05,6.135407759178935,2980463593.459544,136075803.18442172,Aptos
2024-09-06,5.773864798182584,2809497369.290455,133294367.97392383,Aptos
2024-09-07,5.698823695140383,2775215468.234701,182284079.0290049,Aptos
2024-09-08,5.851233787902257,2846087779.908127,101209262.02359375,Aptos
2024-09-09,6.039200830961304,2954582452.7060075,120944361.39954801,Aptos
2024-09-10,6.287200486497921,3066555850.509806,124693284.85881282,Aptos
2024-09-11,6.267743693711194,3051693516.9734282,120726478.4145758,Aptos
2024-09-12,6.1033995661448035,2976170823.190182,145463017.17737812,Aptos
2024-09-13,6.173565406503951,3011791693.2495165,114812955.23195784,Aptos
2024-09-14,6.318106007681402,3157776873.8382387,105706045.55795573,Aptos
2024-09-15,6.054794991822515,3023702160.6848736,103276107.45882785,Aptos
2024-09-16,5.888969247040024,2939158053.459567,91504314.78433399,Aptos
2024-09-17,5.740475547726596,2870237666.91219,96074004.52008365,Aptos
2024-09-18,5.941833888622113,2970437973.0032372,123813082.83068666,Aptos
2024-09-19,6.1995013095272355,3097858159.0439157,153352921.89623162,Aptos
2024-09-20,6.820321958185539,3408720534.401378,258221298.94714043,Aptos
2024-09-21,7.322994970823986,3666955339.2052402,270128054.173101,Aptos
2024-09-22,8.255355871272913,4139845775.5854926,354415926.03579086,Aptos
2024-09-23,7.951497859236813,3979792533.85877,223668723.26499978,Aptos
2024-09-24,7.942699469735389,3976612390.207568,226203600.8063867,Aptos
2024-09-25,8.166786147868274,4091472446.4547753,308230613.6296795,Aptos
2024-09-26,8.000695040681912,3996116276.2529836,275717243.0881121,Aptos
2024-09-27,8.0636698010907,4043154045.7599807,346199671.8357058,Aptos
2024-09-28,8.513688462461426,4269228669.889448,240592207.303733,Aptos
2024-09-29,8.074855542351969,4047752960.5352635,176062115.23210257,Aptos
2024-09-30,8.076871703388045,4055877933.0860806,269939983.57960856,Aptos
2024-10-01,7.671074809169158,3848550070.284665,284333639.72022164,Aptos
2024-10-02,7.563038611217213,3797797526.078201,575565767.1124436,Aptos
2024-10-03,7.80020929855108,3914137994.103886,403354285.6601662,Aptos
2024-10-04,8.522647265022009,4279628001.113213,789236187.4723676,Aptos
2024-10-05,9.111729226384714,4579703313.508043,608862549.1471015,Aptos
2024-10-06,8.62216389232732,4338348779.30917,352812318.0182868,Aptos
2024-10-07,8.689824060716296,4370460591.606723,320168401.18390054,Aptos
2024-10-08,8.669836565930204,4362852687.446222,587745917.0233432,Aptos
2024-10-09,9.347065382884225,4707917950.358731,630203707.8993806,Aptos
2024-10-10,8.567109126516874,4313032457.773258,381525122.516717,Aptos
2024-10-11,8.080890580733628,4069505782.886866,437838268.45573175,Aptos
2024-10-12,8.50561662538244,4284484075.639814,396077412.614777,Aptos
2024-10-13,9.91565435627563,4988058432.494597,664232442.5660038,Aptos
2024-10-14,10.180955329056479,5251291869.3101425,837808109.639874,Aptos
2024-10-15,10.155911834025064,5258269887.865872,596903044.76582,Aptos
2024-10-16,10.446949054297859,5392431229.78505,796643950.8912221,Aptos
2024-10-17,10.043607635016901,5182306221.2167015,498966334.07740986,Aptos
2024-10-18,9.9094654088795,5113091148.104792,355303715.6855455,Aptos
2024-10-19,10.027646853876195,5182069441.260578,356771913.41253,Aptos
2024-10-20,9.727364831997946,5020786801.259101,213119203.42176065,Aptos
2024-10-21,9.983126176818715,5151663835.182126,265923880.68049312,Aptos
2024-10-22,10.105685949735646,5221345642.114408,394750163.44041836,Aptos
2024-10-23,10.354875298300488,5345208828.125716,856351397.704964,Aptos
2024-10-24,9.94320864629211,5140804586.788756,485636542.87479126,Aptos
2024-10-25,10.199268525077587,5268026192.44725,458153282.04904854,Aptos
2024-10-26,8.891788017999218,4591793826.456555,478650439.8574072,Aptos
2024-10-27,9.290829526664783,4806834531.936865,340573798.2242834,Aptos
2024-10-28,9.174799782414514,4749266972.394606,247527835.27131057,Aptos
2024-10-29,9.220712156240156,4776470512.481867,404066183.14043003,Aptos
2024-10-30,10.025216866806334,5195500679.343295,488926962.87858385,Aptos
2024-10-31,9.820110394903882,5091345809.605895,368842798.70030993,Aptos
2024-11-01,9.106087955114484,4717730621.25136,365396803.7907697,Aptos
2024-11-02,8.930836974397515,4629825264.588557,353663038.29008645,Aptos
2024-11-03,8.60901367255686,4463008504.222283,233652510.4364111,Aptos
2024-11-04,8.202373833448384,4260803973.901461,375097293.7269352,Aptos
2024-11-05,8.04407113202968,4171450707.7498193,344567006.66038465,Aptos
2024-11-06,8.467264656791382,4395542638.786761,391323270.17611337,Aptos
